===================================================================================================================
ORAM experiment started at: 2024-09-04_08-25-06
Parameters: N = 4096, Z = 64, rate_ratio = 1, max_burst_cnt = 1, min_relax_cnt = 33750, ITR_CNT = 137438953472
===================================================================================================================
1,134217730,0,0,0,0,0,0,79331,0,3976,3974,2,99.9496981891348
1,268435462,0,0,0,0,0,0,158945,0,7953,7951,2,99.97485225700993
1,402653190,0,0,0,0,0,0,238518,0,11930,11927,3,99.97485331098072
1,536870926,0,0,0,0,0,0,317910,0,15906,15904,2,99.98742612850496
1,671088662,0,0,0,0,0,0,397395,0,19883,19881,2,99.9899411557612
1,805306414,0,0,0,0,0,0,476038,0,23860,23857,3,99.98742665549037
1,939524166,0,0,0,0,0,0,554853,0,27836,27834,2,99.992815059635
1,1073741950,0,0,0,0,0,0,634178,0,31813,31811,2,99.99371326187408
1,1207959734,0,0,0,0,0,0,713422,0,35790,35788,2,99.9944118468846
1,1342177582,0,0,0,0,0,0,792924,0,39767,39764,3,99.99245605652928
2,1476395430,0,0,0,0,0,0,872256,0,43743,43741,2,99.99542783988295
2,1610613406,0,0,0,0,0,0,951324,0,47720,47718,2,99.99580888516346
2,1744831382,0,0,0,0,0,0,1030409,0,51697,51695,2,99.99613130355726
2,1879049614,0,0,0,0,0,0,1109615,0,55673,55672,1,99.99820379717278
2,2013267846,0,0,0,0,0,0,1189225,0,59650,59648,2,99.99664710813076
2,2147486590,0,0,0,0,0,0,1268444,0,63627,63625,2,99.9968566803401
2,2281705334,0,0,0,0,0,0,1347703,0,67604,67602,2,99.99704159517188
2,2415925102,0,0,0,0,0,0,1426970,0,71580,71578,2,99.99720592344231
2,2550144870,0,0,0,0,0,0,1506421,0,75557,75555,2,99.99735299178104
2,2684362600,0,0,0,0,0,0,1585705,0,79534,79531,3,99.99622802826464
3,2818580332,0,0,0,0,0,0,1664934,0,83511,83508,3,99.99640765887129
3,2952798060,0,0,0,0,0,0,1744449,0,87487,87485,2,99.99771394607198
3,3087015796,0,0,0,0,0,0,1823709,0,91464,91462,2,99.9978133473279
3,3221233532,0,0,0,0,0,0,1903270,0,95441,95438,3,99.99685669680746
3,3355451284,0,0,0,0,0,0,1982584,0,99417,99415,2,99.99798827162357
3,3489669036,0,0,0,0,0,0,2062151,0,103394,103392,2,99.99806565177863
3,3623886820,0,0,0,0,0,0,2141557,0,107371,107368,3,99.99720594946494
3,3758104604,0,0,0,0,0,0,2220791,0,111347,111345,2,99.99820381330436
3,3892322452,0,0,0,0,0,0,2299822,0,115324,115322,2,99.99826575561028
3,4026540300,0,0,0,0,0,0,2378890,0,119301,119299,2,99.99832356811761
4,4160758276,0,0,0,0,0,0,2458038,0,123278,123275,3,99.99756647577021
4,4294976252,0,0,0,0,0,0,2537407,0,127254,127252,2,99.99842834017005
4,4429194484,0,0,0,0,0,0,2616955,0,131231,131229,2,99.99847596985468
4,4563412716,0,0,0,0,0,0,2696383,0,135208,135206,2,99.99852079758594
4,4697631460,0,0,0,0,0,0,2775891,0,139184,139182,2,99.99856305322452
4,4831850204,0,0,0,0,0,0,2855313,0,143161,143160,1,99.99930148573984
4,4966069972,0,0,0,0,0,0,2934904,0,147138,147135,3,99.99796109774498
4,5100289740,0,0,0,0,0,0,3014539,0,151115,151113,2,99.99867650464877
4,5234507470,0,0,0,0,0,0,3093796,0,155091,155089,2,99.99871043451908
4,5368725202,0,0,0,0,0,0,3173104,0,159068,159065,3,99.99811401413233
5,5502942930,0,0,0,0,0,0,3252396,0,163045,163042,3,99.99816001717318
5,5637160666,0,0,0,0,0,0,3331491,0,167022,167019,3,99.99820382943564
5,5771378402,0,0,0,0,0,0,3410633,0,170998,170995,3,99.99824559351572
5,5905596154,0,0,0,0,0,0,3489783,0,174975,174972,3,99.99828546935277
5,6039813906,0,0,0,0,0,0,3568873,0,178952,178950,2,99.99888238186776
5,6174031690,0,0,0,0,0,0,3648170,0,182928,182926,2,99.99890667366395
5,6308249474,0,0,0,0,0,0,3727772,0,186905,186903,2,99.99892993766888
5,6442467322,0,0,0,0,0,0,3807352,0,190882,190881,1,99.99947611613457
5,6576685170,0,0,0,0,0,0,3886485,0,194858,194856,2,99.99897361155303
5,6710903146,0,0,0,0,4307,0.00006417914110301792,3969775,4307,198835,198832,3,99.99849121130586
5,6845121122,0,0,0,0,8429,0.00012313879986254847,4053398,8429,202812,202810,2,99.9990138650573
6,6979339354,0,0,0,0,8429,0.00012077074306411914,4132525,8429,206789,206787,2,99.99903283056642
6,7113557586,0,0,0,0,12298,0.00017288114771819025,4215918,12298,210765,210763,2,99.99905107584276
6,7247776330,0,0,0,0,26554,0.00036637444075673145,4309619,26554,214742,214740,2,99.99906864982165
6,7381995074,0,0,0,0,26554,0.00035971305494267075,4389012,26554,218719,218716,3,99.99862837705001
6,7516214842,0,0,0,0,26554,0.00035328952876766514,4468003,26554,222696,222694,2,99.99910191471783
6,7650434610,0,0,0,0,26554,0.00034709139219123506,4547440,26554,226672,226670,2,99.99911766781958
6,7784652340,0,0,0,0,39746,0.0005105687223906818,4640297,39745,230649,230646,3,99.99869932234694
6,7918870072,0,0,0,0,56134,0.0007088637581186388,4736357,56132,234626,234621,5,99.99786894888035
6,8053087800,0,0,0,0,72522,0.0009005489793740298,4832119,72519,238602,238598,4,99.99832356811761
6,8187305536,0,0,0,0,88910,0.0010859494567315058,4927618,88906,242579,242574,5,99.99793881580845
7,8321523272,0,0,0,0,105298,0.0012653692905197982,5023453,105293,246556,246551,5,99.99797206314184
7,8455741024,0,0,0,0,121686,0.0014390932697705226,5119040,121680,250533,250529,4,99.99840340394279
7,8589958776,0,0,0,0,132198,0.0015389829384742342,5208863,132192,254509,254507,2,99.99921417317266
7,8724176560,0,0,0,0,139220,0.0015957953054545019,5294870,139214,258486,258483,3,99.99883939555721
7,8858394344,0,0,0,0,151518,0.0017104454159406696,5386494,151512,262463,262460,3,99.998856981746
